,Text
878,"['(1)', 'W.P.2431/2010', 'M.Cr.C.848/2010', 'High', 'Court', 'Of', 'Madhya', 'Pradesh:', 'Jabalpur', 'Division', 'Bench:', ""Hon'ble"", 'Justice', 'Shri', 'Rakesh', 'Saksena', ""Hon'ble"", 'Justice', 'Shri', 'M.A.Siddiqui', 'Writ', 'Petiton', 'No.2431/2010', 'Dev', 'Vrat', 'Mishra,', 'aged', 'about', '52', 'years', 'S/o', 'Shri', 'Ramesh', 'Prasad', 'Mishra,', 'residing', 'at', 'House', 'No.945,', 'Shaki', 'Nagar,', 'Gupteshwar,', 'Jabalpur', '(M.P.)', '.......Petitioner', '-Versus-', '1.', 'State', 'of', 'Madhya', 'Pradesh', 'through', 'the', 'Superintendent', 'of', 'Police,', 'Office', 'of', 'the', 'Lokayukt', 'Bhopal', '(M.P.)', '2.', 'The', 'Superintendent', 'of', 'Police,', 'Special', 'Police', 'Establishment,', 'Office', 'of', 'the', 'Lokayukt,', 'Jabalpur', '(M.P.)', '.......Respondents', '--------------------------------------------------------------------------------------------------------', 'For', 'the', 'petitioner:', 'Shri', 'Anil', 'Khare,', 'Advocate', 'with', 'Ku.Namrata', 'Kesharwani,', 'Advocate.', 'For', 'the', 'respondent:', 'Shri', 'Aditya', 'Adhikari,', 'Advocate.', 'For', 'the', 'intervenor:', 'Shri', 'Kishore', 'Shrivastava,', 'Senior', 'Advocate', 'with', 'Shri', 'Kapil', 'Jain,', 'Advocate.', '--------------------------------------------------------------------------------------------------------', 'Miscellaneous', 'Criminal', 'Case', 'No.848/2010', 'Surendra', 'Kori,', 'son', 'of', 'Late', 'Shri', 'K.L.Kori,', 'aged', '47', 'years,', 'occupation:', 'Sub-Registrar,', 'then', 'posted', 'at', 'Jabalpur,', 'R/o', 'Flat', 'No.B-6,', 'Hemasha', 'Apartment,', 'Near', 'G.S.College,', 'South', 'Civil', 'Lines,', 'Jabalpur,', 'M.P.', '........Petitioner', '-Versus-', 'State', 'of', 'Madhya', 'Pradesh,', 'through', 'Special', 'Police', 'Establishment,', 'Lokayukt,', 'Bhopal,', 'M.P.', '.........Respondent', '(2)', 'W.P.2431/2010', 'M.Cr.C.848/2010', '--------------------------------------------------------------------------------------------------------', 'For', 'the', 'petitioner', ':', 'Shri', 'Manish', 'Datt', 'with', 'Shri', 'Siddharth', 'Datt,', 'Advocates.', 'For', 'the', 'respondent:', 'Shri', 'Aditya', 'Adhikari,', 'Advocate.', '--------------------------------------------------------------------------------------------------------', 'Date', 'of', 'hearing:', '21/09/2010', 'Date', 'of', 'Order:', '04/10/2010', '**********', 'Order']"
879,"['Petitioner:', 'Har', 'Shankar', '&', 'Ors.', 'Etc.', 'Etc.', 'Vs.', 'Respondent:', 'The', 'Dy.', 'Excise', '&', 'Taxation', 'Commr.', '&', 'Ors.', 'Date', 'Of', 'Judgment']"
880,"['Reportable', 'In', 'The', 'Supreme', 'Court', 'Of', 'India', 'Civil', 'Appellate', 'Jurisdiction', 'Civil', 'Appeal', 'NOs.', '5321-5322', 'Of', '2013', '(Arising', 'Out', 'Of', 'Slp(C)', '13619-13620', 'Of', '2012)', 'State', 'Of', 'Gujarat', '&', 'Ors.', '…', 'Appellants', 'Verus', 'Pwd', 'Employees', 'Union', '&', 'Ors.', 'Etc.', '…', 'Respondents', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
881,"['Case', 'No.:', 'Appeal', '(civil)', '3392', 'of', '2002', 'Petitioner:', 'Cholan', 'Roadways', 'Limited', 'Respondent:', 'G.', 'Thirugnanasambandam', 'Date', 'Of', 'Judgment']"
882,"['Ajai', 'Shankar', 'Saxena', 'Vs.', 'School', 'of', 'Correspondence', 'Courses', 'and', 'Continuing', 'Education', 'Id', 'No.', '461/04', 'Before', 'Labour', 'Court', '-', 'Xi:', 'Karkardooma', 'Courts:', 'Delhi', 'Presiding', 'Officer:', 'Mr.', 'Anand', 'Swaroop', 'Aggarwal', '(Delhi', 'Higher', 'Judicial', 'Service)', '(Additional', 'District', '&', 'Sessions', 'Judge,', 'Delhi)', 'Reference', 'Case', '(Id)', 'No.', '461/04', '(Old', 'Id', 'No.', '84/87)', 'Unique', 'Case', 'Id', 'No.', '02402C0407192004', 'In', 'the', 'matter', 'of:', 'Ajai', 'Shankar', 'Saxena', 's/o.', 'Sh.', 'Hari', 'Shankar', 'R/o.', 'E', '-', '50,', 'Subhash', 'Mohalla,', 'North', 'Ghonda,', 'Delhi.', 'Other', 'Addresses:', '(i)', 'A\xad4,', 'S\xad2,', 'Dilshad', 'Plaza,', 'Bhopra,', 'Sahibabad,', 'U.P.', '(ii)', 'H.', 'No.', '320,', 'Sector\xad1,', 'Vasundhara,', 'Ghaziabad,', 'U.P.', 'C/o.', 'Delhi', 'Dehati', 'and', 'Shahari', 'Mazdoor', 'Union', '(Regd.)', 'E\xad7', '/', '268', '-', '269,', 'Sultanpuri,', 'Delhi', '-', '110041', '.......', 'Workman', '/', 'Claimant', 'Vs.', 'School', 'of', 'Correspondence', 'Courses', 'and', 'Continuing', 'Education,', '(Presently', 'known', 'as', 'School', 'of', 'Open', 'Learning,', 'University', 'of', 'Delhi)', 'University', 'of', 'Delhi,', '5,', 'Cavalry', 'Lines,', 'Delhi', '-', '110007', '.......', 'Management', 'Date', 'of', 'institution', ':', '14.09.1987', 'Date', 'of', 'reserving', 'for', 'award', ':', '18.03.2015', 'Date', 'of', 'award', ':', '07.04.2015', 'Award:', '1.', 'Terms', 'Of', 'Reference', 'Vide', 'Order']"
883,"['In', 'The', 'Court', 'Of', 'Ajay', 'Goel:', 'Additional', 'District', 'Judge-12(Central):Delhi.', 'Lac', 'No.', '07/13', 'Award', 'No:', '06/Lac/Cl/2000,', 'Announced', 'on:', '03.08.2000', 'Village:', 'Wazirabad,', 'Delhi', 'In', 'the', 'matter', 'of:', 'Sh.', 'Kartar', 'Singh,', 'S/o', 'Sh.Girohi', '(Since', 'deceased', 'through', 'his', 'Lrs)', '(i)', 'Sh.', 'Ajit', 'Singh', 'S/o', 'Late', 'Sh.', 'Kartar', 'Singh', 'R/o', 'Ch.', 'Kartar', 'Singh', 'Farm', 'House', '445,', 'Gali', 'No.', '9,', 'Village', 'Jagatpur,', 'Delhi-110084.', '(ii)', 'Sh.', 'Sunil', 'Kumar', 'S/o', 'Late', 'Sh.', 'Kartar', 'Singh', 'R/o', '445,', 'Gali', 'No.', '9,', 'Village', 'Jagatpur,', 'Delhi-110084.', 'Also', 'at:', '691,', 'Panorama', 'Hills', 'Rive', 'Nw', 'Calgary', 'Ab', 'T3K4V4', 'Canada.', '(iii)', 'Dr.', 'Vijendra', 'Pal', 'Singh,', 'S/o', 'Late', 'Sh.', 'Kartar', 'Singh', 'R/o', 'Flat', 'No.', '366,', 'Jubilee', 'Appts.', 'Sector-11,', 'Sfs', 'Flats,', 'Rohini,', 'Delhi.', '(iv)Smt.', 'Vijaya', 'Kumari,', 'D/o', 'Late', 'Sh.', 'Kartar', 'Singh', 'R/o', 'Sadhna', 'Sadan,', 'Hathi', 'Building', 'Station', 'Road,', 'Saharanpur', '(U.P.)', '(v)', 'Ms.', 'Suresh', 'Wati,', 'Lac-07/13', 'Page:-1/14', 'D/o', 'Late', 'Sh.', 'Kartar', 'Singh', 'R/o', 'Village', '&', 'P.', 'O.', 'Hardoi', 'Gurjar', 'Distt.', 'Jalaun', '(U.', 'P.)', '(vi)', 'Ms.', 'Sunita', '@', 'Guddi,', 'D/o', 'Late', 'Sh.', 'Kartar', 'Singh', 'R/o', '185,', 'Rameshwar', 'Nagar,', 'Gali', 'No.', '4,', 'Azadpur,', 'Delhi.', '.....Petitioners', 'Versus', '1.', 'Union', 'of', 'India', 'through', 'Lac/Adm', '(North)', '1,', 'Kirpa', 'Narain', 'Marg,', 'Civil', 'Lines,', 'Delhi.', '2.', 'Delhi', 'Development', 'Authority', 'through', 'its', 'Vice', 'Chairman,', 'Ina,', 'Vikas', 'Sadan,', 'New', 'Delhi.', '.....Respondents', 'Date', 'of', 'Filing', 'of', 'Reference:', '25.11.2008', 'Date', 'of', 'Previous', 'Judgment:', '24.12.2008', 'Date', 'of', 'Remand', 'back:', '08.07.2013.', 'Date', 'of', 'Assignment', 'to', 'this', 'court:', '02.08.2013', 'Date', 'of', 'Arguments:', '01.10.2014', 'Date', 'of', 'Decision:', '03.11.2014', 'Judgment']"
884,"['spb/-', '1', 'wp1483-98.sxw', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Bombay', 'Civil', 'Appellate', 'Side', 'Jurisdiction', 'Writ', 'Petition', 'No.', '1483', 'Of', '1998', '1)', 'Ramchandra', 'Vasudeo', 'Patankar,', '|', '...', 'Petitioners.', 'Age', 'about', '81', 'yrs.,Occ.Nil,R/o', '249,', '|', '(Org.Plffs-Landlords)', 'Mangalwar', 'Peth,', 'Bhor,', 'Dist.Pune.', '|', '|', '2)', 'Prabhakar', 'Vasudeo', 'Patankar,', '|', 'deceased', 'through', 'his', 'legal', 'heirs', ':', '|', 'a)', 'Mr.Dhananjay', 'Prabhakar', 'Patankar,', 'ig', '|', 'R/at', '249', 'Mangalwar', 'Peth,', 'Bhor,', 'Dist.Pune.', '|', 'b)', 'Mrs.', 'Jayashri', 'Shripad', 'Mahajani,', 'Ambar', '|', 'Plaza,', 'Behind', 'Syndicate', 'Bank', 'Bhalerao', '|', 'Colony,', 'Talegaon,', 'Tal.Maval,', 'Dist.Pune.', '|', 'c)', 'Mrs.', 'Manjushri', 'Hemant', 'Soman', '|', 'A', '21', 'Poorva', 'Hsg.Society', 'Panch', 'Pakhadi,', '|', 'Near', 'Saraswati', 'English', 'School,', 'Thane.', '|', 'Dist.Thane.', '|', 'd)', 'Mrs.', 'Maya', 'Prakash', 'Abhyankar,', '|', '356', 'Madhali', 'Ali,', 'Wai,', 'Tal.', 'Wai.', '|', '|', '3)', 'Narayan', 'Moreshwar', 'Patankar,', '|', 'Age', 'about', '66', 'yrs.Occ.Nil.', 'R/o.249,', '|', 'Mangalwar', 'Peth,', 'Bhor,', 'Dist.Pune.', '|', 'V/s.', 'Mukund', 'Dattatraya', 'Desai', '|', '...', 'Respondent.', 'Age', 'about', '60', 'yrs.,', 'Occ.', '(Nil', 'as', 'per', ""Pltffs'"", ')', '|', '(Org.Deft-Tenant)', 'Astrology', '&', 'Cloth', 'Shop', '(alleged),', 'R/o.249,', 'Mangalwar', 'Peth,', 'Bhor,', 'Tal.Bhor,', 'Dist.Pune.', '---', 'Mr.', 'Vijaykumar', 'G.', 'Peshave', 'for', 'the', 'Petitioners.', 'Mr.V.D.', 'Borwankar', 'for', 'the', 'Respondent.', '-----', 'spb/-', '2', 'wp1483-98.sxw', 'Coram', ':', 'D.', 'G.', 'Karnik,', 'J.', 'Date', ':', '05th', 'January,', '2011.', 'Oral', 'Judgment']"
885,"['1', 'R', 'In', 'The', 'High', 'Court', 'Of', 'Karnataka', 'At', 'Bangalore', 'Dated', 'This', 'The', '17Th', 'Day', 'Of', 'April,', '2013', 'Present', 'The', ""Hon'Ble"", 'Mr.Justice', 'Mohan', '.M.', 'Shantanagoudar', 'And', 'The', ""Hon'Ble"", 'Mr.Justice', 'V.Suri', 'Appa', 'Rao', 'Criminal', 'Appeal', 'No.380/2007', 'Between', ':', 'State', 'by', 'Rural', 'Police,', 'Shimoga.', '..Appellant', '(By', 'Sri', 'G.M.', 'Srinivasa', 'Reddy,', 'Hcgp.,)', 'And', ':', '1.', 'B.C.', 'Manjunatha', '@', 'Manju', 'S/o', 'B.J.', 'Chandra', 'Shekar,', 'Aged', 'about', '21', 'years,', 'Vishwakarma', 'by', 'caste,', 'Painting', 'work,', 'R/at', 'No.13,', 'Iii', 'Cross,', 'Vidya', 'Nagar,', 'Shimoga.', '2.', 'V.', 'Prashanth', 'S/o', 'Venkatesh,', '20', 'years,', 'Jarijan', 'by', 'caste,', 'Lorry', 'Cleaner', 'work,', 'Ii', 'Cross,', 'Mallikarjuna', 'Nagar,', 'Ragigudda,', 'Shimoga', 'City.', '..Respondents', '(By', 'Sri', 'R.B.', 'Deshpande,', 'Adv.', 'for', 'R-1', 'Sri.', 'Harish', 'Kumar,', 'Adv.', 'for', 'R-2', 'Sri', 'P.M.Nawaz,', 'Amicus', 'Curiae)', '2', 'This', 'Criminal', 'Appeal', 'is', 'filed', 'under', 'Section', '378(1)', '&', '(3)', 'of', 'Code', 'of', 'Criminal', 'Procedure', 'praying', 'to', 'grant', 'leave', 'to', 'appeal', 'against', 'the', 'Judgment', 'and', 'order', 'of', 'acquittal', 'passed', 'by', 'the', 'District', 'and', 'Sessions', 'Judge', 'and', 'Fast', 'Track', 'Court-II,', 'Shimoga', 'in', 'S.C.', 'No.124/2004', 'dated', '27.10.2006,', 'acquitting', 'the', 'respondents/accused', 'of', 'the', 'offences', 'punishable', 'under', 'Sections', '302,', '392,', '449', 'r/w', 'Sec.', '34', 'of', 'Ipc;', 'set', 'aside', 'the', 'aforesaid', 'Judgment', 'and', 'order', 'of', 'acquittal', 'passed', 'by', 'the', 'Court', 'below', 'by', 'allowing', 'this', 'appeal;', 'and', 'convict', 'and', 'sentence', 'the', 'accused', '-', 'respondents', 'for', 'the', 'offences', 'with', 'which', 'they', 'had', 'been', 'charged', 'and', 'tried', 'in', 'accordance', 'with', 'law.', 'This', 'Appeal', 'coming', 'on', 'for', 'hearing', 'this', 'day,', 'Mohan', '.M.', 'Shantanagoudar,', 'J.,', 'delivered', 'the', 'following:-', 'Judgment']"
886,"['Petitioner:', 'Gujarat', 'Electricity', 'Board', '&', 'Anr.', 'Vs.', 'Respondent:', 'Atmaram', 'Sungomal', 'Poshani', 'Date', 'Of', 'Judgment']"
887,"['-1-', '(C.R.', 'No.53', '/2008)', 'High', 'Court', 'Of', 'Madhya', 'Pradesh', 'Principal', 'Seat', 'At', 'Jabalpur', 'Single', 'Bench:', ""Hon'Ble"", 'Shri', 'Justice', 'P.K.Jaiswal', 'Civil', 'Revision', 'No.', '53', 'of', '2008', 'Bhagwandas', 'Yadav', 'Vs', 'Rohit', 'Tiwari', 'For', 'applicant', ':', 'Shri', 'Vipin', 'Yadav,', 'Advocate', 'For', 'respondent', 'No.1:', 'Shri', 'Sanjay', 'Agrawal,', 'Advocate', 'For', 'respondent', 'No.2', ':Shri', 'M.S.', 'Bhatti,', 'Advocate', 'For', 'respondent', 'No.3:', 'Shri', 'V.S.', 'Choudhary,', 'Advocate', 'Order']"
888,"['Petitioner:', 'A.K.', 'Gopalan', 'Vs.', 'Respondent:', 'The', 'State', 'Of', 'Madras.Union', 'Of', 'India:', 'Intervener.', 'Date', 'Of', 'Judgment']"
889,"['1', 'stxa-5-11.sxw', 'dgm', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Bombay', 'Ordinary', 'Original', 'Civil', 'Jurisdiction', 'Sales', 'Tax', 'Appeal', 'No.', '5', 'Of', '2011', 'The', 'Additional', 'Commissioner', 'of', 'Sales', 'Tax', 'Vat-Iii,', 'Mumbai', '....', 'Appellant', 'vs', 'Sehgal', 'Autoriders', 'Pvt.Ltd.', 'ig', '....', 'Respondent', 'Mr.', 'Vinay', 'A.', 'Sonpal,', 'A', 'Panel', 'Counsel', 'for', 'the', 'Appellant.', 'Mr.', 'V.', 'P.', 'Patkar', 'with', 'Mr.', 'M', 'M.', 'Vaidya', 'for', 'the', 'respondent.', 'Coram:', 'Dr.', 'D.Y.', 'Chandrachud', '&', 'Anoop', 'V.', 'Mohta,', 'Jj.', 'Date', ':', 'July', '11,', '2011', 'Oral', 'Judgment']"
890,"['In', 'the', 'Court', 'of', 'Sh.', 'P.K.', 'Matto,', 'Additional', 'District', 'Judge\xad01(EAST)', 'Karkardooma', 'Courts,', 'Delhi.', 'Rca', 'No:\xad40/2010', 'Id', 'No.:', '02402C0300742010', 'Date', 'of', 'Institution', ':', '25.10.2010', 'Date', 'of', 'Reserving', 'Judgment:', '15.05.2014', 'Date', 'on', 'which', 'judgment', 'was', 'pronounced:', '26.05.2014', 'In', 'Re:', 'Smt', 'Namita', 'Malik', 'Through', 'her', 'authorized', 'Representative', 'Shri', 'Vijay', 'Kumar', 'Presently', 'residing', 'at', 'A/8', 'B', 'Mayur', 'Vihar,Phase\xadII,Delhi.', 'Versus', 'Nishant', 'Kumar', 's/o', 'Shri', 'Mundrika', 'Prasad', 'r/o', 'Wb', '-', '316,', 'Top', 'Floor,', 'Street', 'no.3,', 'Ganesh', 'Nagar\xadII,Extension,', 'Shakarpur,Delhi\xad92.', '..............Respondent/Plaintiff', '\xad:', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
891,"['In', 'The', 'Court', 'Of', 'Shri', 'P.S.', 'Teji', ':', 'District', '&', 'Sessions', 'Judge', '(East)', ':', 'Special', 'Judge', '(Cbi),', 'Karkardooma', 'Courts,', 'Delhi', 'Ac', 'No.19/2008', 'Unique', 'Case', 'Id', 'No.02402R0651282008', 'Fir', 'No.RC', 'Dai\xad2008\xadA\xad0001/', 'CBI/ACB/New', 'Delhi', 'Under', 'Sec.', '120\xadB', 'Ipc', 'r/w', 'Section', '7', 'and', '13(2)', 'r/w', 'Sec.', '13(1)(d)', 'of', 'Pc', 'Act.', 'Cbi', 'Versus', '(1)', 'Hari', 'Chand', 'S/o', 'Sh.', 'Tota', 'Ram', 'R/o', 'K\xad6,', 'Gali', 'No.20A,', 'Gangotari', 'Vihar,', 'West', 'Gonda,', 'Delhi\xad53.', '(2)', 'Sanjay', 'Kumar', 'Singh', 'S/o', 'Sh.', 'Dharam', 'Singh', 'R/o', '46,', 'Samachar', 'Appt.,', 'Mayur', 'Vihar', 'Ph\xadI,', 'Delhi\xad91.', '(3)', 'Subhash', 'Narain', 'S/o', 'Late', 'Sh.', 'Parmanand', 'R/o', '44,', 'Priya', 'Enclave,', 'Delhi\xad92.', 'Date', 'of', 'Institution', ':', '29.08.2008', 'Date', 'of', 'reserving', 'the', 'order', ':', '06.05.2014', 'Date', 'of', 'pronouncement', ':', '22.05.2014', 'Ac', 'No.19/2008', 'Cbi', 'Vs.', 'Hari', 'Chand', 'etc.', 'Page', '1', 'of', '109', 'Judgment']"
892,"['High', 'Court', 'Of', 'Madhya', 'Pradesh,', 'Bench', 'At', 'Gwalior', 'Db', ':', ""Hon'Ble"", 'Mr', 'Justice', 'S.K.Gangele', ""Hon'Ble"", 'Mr', 'Justice', 'Rohit', 'Arya', '(Criminal', 'Reference', 'Capital', 'No.01/2014)', 'State', 'of', 'Madhya', 'Pradesh', '-Vs-', 'Yogendra', 'alias', 'Jogendra', 'Singh', 'And', '(Criminal', 'Appeal', 'No.883/2014)', 'Yogendra', 'alias', 'Jogendra', 'Singh', 'Vs.', 'State', 'of', 'Madhya', 'Pradesh', '------------------------------------------------------------------------------------------------', 'Shri', 'Prabal', 'Solanki,', 'Public', 'Prosecutor', 'for', 'the', 'State.', 'Shri', 'Atul', 'Gupta,', 'Advocate', 'for', 'the', 'accused.', '-------------------------------------------------------------------------------------------------', 'Judgment']"
893,"['Reportable', 'In', 'The', 'Supreme', 'Court', 'Of', 'India', 'Civil', 'Appellate', 'Jurisdiction', 'Civil', 'Appeal', 'No.', '7431', 'Of', '2008', '(Arising', 'out', 'of', 'Slp', '(C)', 'No.', '14429', 'of', '2007)', 'Roop', 'Singh', 'Negi', '...', 'Appellant', 'Versus', 'Punjab', 'National', 'Bank', '&', 'Ors.', '...', 'Respondents', 'Judgment']"
894,"['Petitioner:', 'Bachan', 'Singh', 'Etc.', 'Etc.', 'Vs.', 'Respondent:', 'State', 'Of', 'Punjab', 'Etc.', 'Etc.', 'Date', 'Of', 'Judgment']"
895,"['Pnp', '1/14', 'Wpl523-6.3', 'In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Bombay', 'Ordinary', 'Original', 'Civil', 'Jurisdiction', 'Writ', 'Petition', '(Lodg.)', 'No.523', 'Of', '2013', 'Uti', 'Mutual', 'Fund,', 'Through', 'its', 'Trustees', 'Uti', 'Trustee', 'Company', 'Pvt.', 'Ltd.,', 'Mumbai', '..Petitioner.', 'versus', 'Income', 'Tax', 'Officer', '-19(3)(2),', 'Mumbai', 'and', 'others', '..Respondents.', '.....', 'Mr.', 'S.E.', 'Dastoor,', 'Senior', 'Advocate', 'with', 'Mr.', 'Madhur', 'Agarwal', 'and', 'Mr.', 'Atul', 'K.', 'Jasani', 'for', 'the', 'Petitioner.', 'Mr.', 'P.C.', 'Chhotaray', 'with', 'Ms.', 'Padma', 'Divakar', 'for', 'the', 'Respondents.', '.....', 'ig', 'Coram', ':', 'Dr.D.Y.Chandrachud,', 'And', 'A.A.', 'Sayed,', 'Jj.', '6', 'March', '2013.', 'Oral', 'Judgment']"
896,"['Petitioner:', 'B.C.', 'Chaturvedi', 'Vs.', 'Respondent:', 'Union', 'Of', 'India', 'And', 'Ors.', 'Date', 'Of', 'Judgment']"
897,"['Petitioner:', 'Vijayee', 'Singh', 'And', 'Ors.', 'Vs.', 'Respondent:', 'State', 'Of', 'Uttar', 'Pradesh', 'Date', 'Of', 'Judgment']"
898,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Patna', 'Letters', 'Patent', 'Appeal', 'No.1639', 'of', '2016', 'In', 'Civil', 'Writ', 'Jurisdiction', 'Case', 'No.', '9918', 'of', '2016', '===========================================================', 'Bibha', 'Devi', 'wife', 'of', 'Abinash', 'Kumar', 'Thakur,', 'Resident', 'of', 'village', 'and', 'P.O.', 'Kansi,', 'Police', 'Station-', 'Simri', 'and', 'District', '-', 'Darbhanga.', '....', '....', 'Appellant', 'Versus', '1.', 'The', 'State', 'Election', 'Commission', '(Panchayat),', 'Sone', 'Bhawan,', 'Birchand', 'Patel', 'Path,', 'Patna', 'through', 'the', 'State', 'Election', 'Commissioner.', '2.', 'The', 'State', 'Election', 'Commissioner,', 'the', 'State', 'Election', 'Commission', '(Panchayat),', 'Sone', 'Bhawan,', 'Birchand', 'Patel', 'Path,', 'Patna.', '3.', 'The', 'Secretary,', 'the', 'State', 'Election', 'Commission', '(Panchayat),', 'Sone', 'Bhawan,', 'Birchand', 'Patel', 'Path,', 'Patna.', '4.', 'The', 'District', 'Magistrate,', 'Darbhanga', '-cum-', 'District', 'Election', 'Officer', '(Panchayat),', 'Darbhanga,', 'District', '-', 'Darbhanga.', '5.', 'The', 'Block', 'Development', 'Officer-cum-Returning', 'Officer', '(Panchayat', 'Election,', '2016),', 'Sadar', 'Darbhanga', 'Block,', 'District', 'Darbhanga.', '6.', 'Sri', 'Taukir', 'Kaisar,', 'son', 'of', 'not', 'known', 'to', 'the', 'petitioner,', 'presently', 'posted', 'as', 'the', 'Block', 'Development', 'officer,', 'Kewati,', 'District', 'Darbhanga.', '7.', 'Usha', 'Devi,', 'wife', 'of', 'Pawan', 'Kumar', 'Chaudhary,', 'Resident', 'of', 'Village', 'and', 'P.O.-', 'Kansi,', 'Police', 'Station-', 'Simri,', 'District', '-', 'Darbhanga.', '....', '....', 'Respondents', 'With', '===========================================================', 'Letters', 'Patent', 'Appeal', 'No.', '1643', 'of', '2016', 'In', 'Civil', 'Writ', 'Jurisdiction', 'Case', 'No.', '9918', 'of', '2016', '===========================================================', 'Akila', 'Khatoon', 'wife', 'of', 'Neyaz', 'Ahmad,', 'resident', 'of', 'village', 'and', 'P.O.-', 'Kansi,', 'Police', 'Station-', 'Simri', 'and', 'District-', 'Darbhanga.', '....', '....', 'Appellant', 'Versus', '1.', 'The', 'State', 'Election', 'Commission', '(Panchayat),', 'Sone', 'Bhawan,', 'Birchand', 'Patel', 'Path,', 'Patna', 'through', 'the', 'State', 'Election', 'Commissioner.', '2.', 'The', 'State', 'Election', 'Commissioner,', 'the', 'State', 'Election', 'Commission', '(Panchayat),', 'Sone', 'Bhawan,', 'Birchand', 'Patel', 'Path,', 'Patna.', '3.', 'The', 'Secretary,', 'the', 'State', 'Election', 'Commission', '(Panchayat),', 'Sone', 'Bhawan,', 'Birchand', 'Patel', 'Path,', 'Patna.', '4.', 'The', 'District', 'Magistrate,', 'Darbhanga', '-cum-', 'District', 'Election', 'Officer', '(Panchayat),', 'Darbhanga,', 'District', '-', 'Darbhanga.', '5.', 'The', 'Block', 'Development', 'Officer', '-cum-', 'Returning', 'Officer', '(Panchayat', 'Election,', '2016),', 'Sadar', 'Darbhanga', 'Block,', 'District', 'Darbhanga.', '6.', 'Sri', 'Taukir', 'Kaisar,', 'Son', 'of', 'not', 'known', 'to', 'the', 'Petitioner,', 'Presently', 'posted', 'as', 'the', 'B.D.O.,', 'Kewati,', 'District', 'Darbhanga.', '7.', 'Bibha', 'Devi', 'Wife', 'of', 'Abinash', 'Kumar', 'Thakur,', 'Resident', 'of', 'village', 'and', 'P.O.', 'Kansi,', 'P.S.', 'Simri,', 'District', '-', 'Darbhanga', '8.', 'Usha', 'Devi,', 'Wife', 'of', 'Pawan', 'Kumar', 'Chaudhary,', 'Resident', 'of', 'village', 'and', 'P.O.', 'Kansi,', 'P.S.', 'Simri,', 'District', '-', 'Darbhanga.', '....', '....', 'Respondents', '===========================================================', 'Patna', 'High', 'Court', 'Lpa', 'No.1639', 'of', '2016', 'dt.18-10-2016', 'Appearance', ':', '(In', 'Lpa', 'No.1639', 'of', '2016)', 'For', 'the', 'Appellant:', 'Mr.', 'P.K.', 'Shahi,', 'Senior', 'Advocate', 'Mr.', 'Manish', 'Kumar', 'No.', '2,', '(In', 'Lpa', 'No.1643', 'of', '2016)', 'For', 'the', 'Appellant:', 'Mr.', 'Ajay', 'Thakur,', 'Advocate', 'Mr.', 'Gajendra', 'Singh,', 'Advocate', 'For', 'the', 'Respondent', 'State:', 'Mr.', 'Kaushal', 'Kumar', 'Jha,', 'Aag', '-8', 'Mr.', 'K.C.', 'Jha,', 'Advocate', 'Mr.', 'Amish', 'Kumar,', 'Advocate', 'Mr.', 'S.K.', 'Choudhary,', 'Advocate', 'For', 'State', 'Election', 'Commission:Mr.', 'Amit', 'Srivastava,', 'Advocate', 'Mr.', 'Girish', 'Pandey,', 'Advocate', 'For', 'Private', 'Respondent:', 'Mr.', 'S.B.K.', 'Mangalam,', 'Advocate', 'Mr.', 'Ravi', 'Ranjan,', 'Advocate', '===========================================================', 'Coram:', 'Honourable', 'The', 'Chief', 'Justice', 'and', 'Honourable', 'Mr.', 'Justice', 'Chakradhari', 'Sharan', 'Singh', 'Judgment']"
